scientific_name,scientific_name_authorship,family,scientific_name_OTU,id_vetting_by,herbarium_code,voucher_herbarium_collector_id,voucher_herbarium_catalog_number ,voucher_collection_number ,voucher_herbarium_recorded_by ,voucher_herbarium_event_date ,silica_gel_pressed_sheet,decimal_latitude ,decimal_longitude,country ,state_or_territory,location_ID  ,location_notes,DArT_plate ,DArT_row,DArT_column,pop (=collection site),collection_number,pop ,Main_PCA_group,Secondary_PCA_groups,Tertiary_PCA_group,Quarternary_PCA_group,Quinary_PCA_group,PCOA_Notes,PCOA_Map_groups_1,isla_group
Melichrus adpressus,A.Cunn. ex DC.,Ericaceae,M. sp. boonoo boonoo,Helen_Kennedy,NE,,?,155,H.T. Kennedy,,no,,,Australia,Qld,Kroombit Tops NP,QBN,NA,NA,NA,M.adpressus_KroombitTops,EJT155,M.adpressus_KroombitTops,NA,NA,NA,NA,NA,NA,NA,
Melichrus sp. Bungalbin Hill,F.H. & M.P.Mollemans 3069,Ericaceae,M. sp. bungalbin_hill,Alex_Chapman,PERTH,"Chapman, A.R.",9257020,870,"Chapman, A.R.",30-Sep-20,silica gel,-30.3,119.7,Australia,WA,Bungalbin Hills,WA,6,B,11,M.BungalbinHills_BungalbinHills,ARC870,M.BungalbinHills_BungalbinHills,NA,NA,NA,NA,NA,,Outgroup,
Melichrus sp. Bungalbin Hill,F.H. & M.P.Mollemans 3069,Ericaceae,M. sp. bungalbin_hill,Alex_Chapman,PERTH,"Chapman, A.R.",9257020,870,"Chapman, A.R.",30-Sep-20,silica gel,-30.3,119.7,Australia,WA,Bungalbin Hills,WA,6,C,11,M.BungalbinHills_BungalbinHills,ARC870b,M.BungalbinHills_BungalbinHills,NA,NA,NA,NA,NA,,Outgroup,
Melichrus sp. Bungalbin Hill,F.H. & M.P.Mollemans 3069,Ericaceae,M. sp. bungalbin_hill,Alex_Chapman,PERTH,"Chapman, A.R.",9257004,868,"Chapman, A.R.",29-Sep-20,silica gel,-30.5,120.2,Australia,WA,81 km N of Great Eastern Highway on Mt Watson Rd,WA,2,G,8,M.BungalbinHills_BungalbinHills,ARC868,M.BungalbinHills_BungalbinHills,NA,NA,NA,NA,NA,,Outgroup,
Melichrus sp. Bungalbin Hill,F.H. & M.P.Mollemans 3069,Ericaceae,M. sp. bungalbin_hill,Alex_Chapman,PERTH,"Chapman, A.R.",9257004,868,"Chapman, A.R.",29-Sep-20,silica gel,-30.5,120.2,Australia,WA,81 km N of Great Eastern Highway on Mt Watson Rd,WA,2,H,8,M.BungalbinHills_BungalbinHills,ARC868e,M.BungalbinHills_BungalbinHills,NA,NA,NA,NA,NA,,Outgroup,
Melichrus sp. Bungalbin Hill,F.H. & M.P.Mollemans 3069,Ericaceae,M. sp. bungalbin_hill,Alex_Chapman,PERTH,"Chapman, A.R.",9257012,871,"Chapman, A.R.",30-Sep-20,silica gel,-30.3,119.7,Australia,WA,Bungalbin Hills,WA,2,A,9,M.BungalbinHills_BungalbinHills,ARC871,M.BungalbinHills_BungalbinHills,NA,NA,NA,NA,NA,,Outgroup,
Melichrus sp. Bungalbin Hill,F.H. & M.P.Mollemans 3069,Ericaceae,M. sp. bungalbin_hill,Alex_Chapman,PERTH,"Chapman, A.R.",9257012,871,"Chapman, A.R.",30-Sep-20,silica gel,-30.3,119.7,Australia,WA,Bungalbin Hills,WA,6,D,12,M.BungalbinHills_BungalbinHills,ARC871c,M.BungalbinHills_BungalbinHills,NA,NA,NA,NA,NA,,Outgroup,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. canobolas,Helen_Kennedy,NE,R.W. Medd,109707,7101a,H.T. Kennedy,28-Sep-19,silica gel,-33.3506667,148.9848889,Australia,NSW,Mt Canobolas ,NCT,6,F,2,M.erubescens_Canobolas,RWM7101a,M.urceolatus_CanobolasKerrMull,B,BB,BAA,BAAB,BAABC,,M.sp.Canobolas+M.adpressus.s.s,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. canobolas,Helen_Kennedy,NE,R.W. Medd,109707,7101b,H.T. Kennedy,29-Sep-19,silica gel,-33.3506667,148.9848889,Australia,NSW,Mt Canobolas ,NCT,6,G,2,M.erubescens_Canobolas,RWM7101b,M.urceolatus_CanobolasKerrMull,B,BB,BAA,BAAB,BAABC,,M.sp.Canobolas+M.adpressus.s.s,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. canobolas,Helen_Kennedy,NE,R.W. Medd,109708,7101c,H.T. Kennedy,5-Oct-19,silica gel,-33.3556389,148.9814167,Australia,NSW,Mt Canobolas ,NCT,6,H,2,M.erubescens_Canobolas,RWM7101c,M.urceolatus_CanobolasKerrMull,B,BB,BAA,BAAB,BAABC,,M.sp.Canobolas+M.adpressus.s.s,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. canobolas,Helen_Kennedy,NE,R.W. Medd,109709,7101d,H.T. Kennedy,15-Oct-19,silica gel,-33.36225,148.9984167,Australia,NSW,Mt Canobolas ,NCT,6,A,3,M.erubescens_Canobolas,RWM7101d,M.urceolatus_CanobolasKerrMull,B,BB,BAA,BAAB,BAABC,,M.sp.Canobolas+M.adpressus.s.s,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. canobolas,Helen_Kennedy,NE,R.W. Medd,109709,7101e,H.T. Kennedy,15-Oct-19,silica gel,-33.36225,148.9984167,Australia,NSW,Mt Canobolas ,NCT,6,B,3,M.erubescens_Canobolas,RWM7101e,M.urceolatus_CanobolasKerrMull,B,BB,BAA,BAAB,BAABC,,M.sp.Canobolas+M.adpressus.s.s,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. canobolas,Helen_Kennedy,NE,R.W. Medd,109709,7101f,H.T. Kennedy,15-Oct-19,silica gel,-33.36225,148.9984167,Australia,NSW,Mt Canobolas ,NCT,6,C,3,M.erubescens_Canobolas,RWM7101f,M.urceolatus_CanobolasKerrMull,B,BB,BAA,BAAB,BAABC,,M.sp.Canobolas+M.adpressus.s.s,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. canobolas,Helen_Kennedy,NE,R.W. Medd,109710,7101g,H.T. Kennedy,18-Oct-19,silica gel,-33.36075,148.9816944,Australia,NSW,Mt Canobolas ,NCT,6,D,3,M.erubescens_Canobolas,RWM7101g,M.urceolatus_CanobolasKerrMull,B,BB,BAA,BAAB,BAABC,,M.sp.Canobolas+M.adpressus.s.s,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. canobolas,Helen_Kennedy,NE,R.W. Medd,109714,7109a,H.T. Kennedy,26-Oct-19,silica gel,-33.1418333,149.1386667,Australia,NSW,Mullion creek,NCT,6,G,3,M.erubescens_MullionCrk,RWM7109a,M.urceolatus_CanobolasKerrMull,B,BB,BAA,BAAB,BAABC,,M.sp.Canobolas+M.adpressus.s.s,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. canobolas,Helen_Kennedy,NE,R.W. Medd,109715,7109c,H.T. Kennedy,26-Oct-19,silica gel,-33.0623333,149.0676389,Australia,NSW,Kerrs creek,NCT,6,A,4,M.urceolatus_KerrsCrk,RWM7109c,M.urceolatus_CanobolasKerrMull,B,BB,BAA,BAAB,BAABC,,M.sp.Canobolas+M.adpressus.s.s,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. canobolas,Helen_Kennedy,NE,R.W. Medd,109714,7109b,H.T. Kennedy,22-Oct-19,silica gel,-33.0623333,149.0676389,Australia,NSW,Kerrs creek,NCT,6,H,3,M.urceolatus_KerrsCrk,RWM7109b,M.urceolatus_CanobolasKerrMull,B,BB,BAA,BAAB,BAABC,,M.sp.Canobolas+M.adpressus.s.s,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. colymea,Helen_Kennedy,NE,H.T. Kennedy,109705,61,H.T. Kennedy,28-Oct-19,silica gel,-34.9491389,150.4784444,Australia,NSW,Colymea SCA,NSC,4,C,4,M.urceolatus_Colymea ,HTK61,M.urceolatus_Colymea ,A,AA,AAB,AABA,NA,"Subset ""AAB"" and ""AABA"" shows that M.sp. Colymea clusters with M.urceolatus s.s. which is represented by the Pokolbin and Yengo populations. This group also includes Coolah Tops which bridges the group to its western extent in the Warrumbungles, Pilliga, Mt Kaputar and north of Narrabri. V. interestingly, this group is distinct from M.sp.new england and M.sp.Eukey. Though it divides M.sp. Inglewood as I had hypothesised that the north of narrabri pops would cluster with Bringalilly and early morphometrics showed an association. ",M.urceolatus.s.s,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. colymea,Helen_Kennedy,NE,H.T. Kennedy,109705,61,H.T. Kennedy,28-Oct-19,silica gel,-34.9491389,150.4784444,Australia,NSW,Colymea SCA,NSC,4,D,4,M.urceolatus_Colymea ,HTK61a,M.urceolatus_Colymea ,A,AA,AAB,AABA,NA,"Subset ""AAB"" and ""AABA"" shows that M.sp. Colymea clusters with M.urceolatus s.s. which is represented by the Pokolbin and Yengo populations. This group also includes Coolah Tops which bridges the group to its western extent in the Warrumbungles, Pilliga, Mt Kaputar and north of Narrabri. V. interestingly, this group is distinct from M.sp.new england and M.sp.Eukey. Though it divides M.sp. Inglewood as I had hypothesised that the north of narrabri pops would cluster with Bringalilly and early morphometrics showed an association. ",M.urceolatus.s.s,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. colymea,Helen_Kennedy,NE,H.T. Kennedy,109705,61,H.T. Kennedy,28-Oct-19,silica gel,-34.9491389,150.4784444,Australia,NSW,Colymea SCA,NSC,4,E,4,M.urceolatus_Colymea ,HTK61b,M.urceolatus_Colymea ,A,AA,AAB,AABA,NA,"Subset ""AAB"" and ""AABA"" shows that M.sp. Colymea clusters with M.urceolatus s.s. which is represented by the Pokolbin and Yengo populations. This group also includes Coolah Tops which bridges the group to its western extent in the Warrumbungles, Pilliga, Mt Kaputar and north of Narrabri. V. interestingly, this group is distinct from M.sp.new england and M.sp.Eukey. Though it divides M.sp. Inglewood as I had hypothesised that the north of narrabri pops would cluster with Bringalilly and early morphometrics showed an association. ",M.urceolatus.s.s,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. colymea,Helen_Kennedy,NE,H.T. Kennedy,109705,61,H.T. Kennedy,28-Oct-19,silica gel,-34.9491389,150.4784444,Australia,NSW,Colymea SCA,NSC,4,F,4,M.urceolatus_Colymea ,HTK61c,M.urceolatus_Colymea ,A,AA,AAB,AABA,NA,"Subset ""AAB"" and ""AABA"" shows that M.sp. Colymea clusters with M.urceolatus s.s. which is represented by the Pokolbin and Yengo populations. This group also includes Coolah Tops which bridges the group to its western extent in the Warrumbungles, Pilliga, Mt Kaputar and north of Narrabri. V. interestingly, this group is distinct from M.sp.new england and M.sp.Eukey. Though it divides M.sp. Inglewood as I had hypothesised that the north of narrabri pops would cluster with Bringalilly and early morphometrics showed an association. ",M.urceolatus.s.s,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. colymea,Helen_Kennedy,NE,H.T. Kennedy,109705,61,H.T. Kennedy,28-Oct-19,silica gel,-34.9491389,150.4784444,Australia,NSW,Colymea SCA,NSC,4,G,4,M.urceolatus_Colymea ,HTK61e,M.urceolatus_Colymea ,A,AA,AAB,AABA,NA,"Subset ""AAB"" and ""AABA"" shows that M.sp. Colymea clusters with M.urceolatus s.s. which is represented by the Pokolbin and Yengo populations. This group also includes Coolah Tops which bridges the group to its western extent in the Warrumbungles, Pilliga, Mt Kaputar and north of Narrabri. V. interestingly, this group is distinct from M.sp.new england and M.sp.Eukey. Though it divides M.sp. Inglewood as I had hypothesised that the north of narrabri pops would cluster with Bringalilly and early morphometrics showed an association. ",M.urceolatus.s.s,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. colymea,Helen_Kennedy,NE,H.T. Kennedy,109705,61,H.T. Kennedy,28-Oct-19,silica gel,-34.9491389,150.4784444,Australia,NSW,Colymea SCA,NSC,4,H,4,M.urceolatus_Colymea ,HTK61f,M.urceolatus_Colymea ,A,AA,AAB,AABA,NA,"Subset ""AAB"" and ""AABA"" shows that M.sp. Colymea clusters with M.urceolatus s.s. which is represented by the Pokolbin and Yengo populations. This group also includes Coolah Tops which bridges the group to its western extent in the Warrumbungles, Pilliga, Mt Kaputar and north of Narrabri. V. interestingly, this group is distinct from M.sp.new england and M.sp.Eukey. Though it divides M.sp. Inglewood as I had hypothesised that the north of narrabri pops would cluster with Bringalilly and early morphometrics showed an association. ",M.urceolatus.s.s,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. colymea,Helen_Kennedy,NE,H.T. Kennedy,109705,61,H.T. Kennedy,28-Oct-19,silica gel,-34.9491389,150.4784444,Australia,NSW,Colymea SCA,NSC,4,A,5,M.urceolatus_Colymea ,HTK61g,M.urceolatus_Colymea ,A,AA,AAB,AABA,NA,"Subset ""AAB"" and ""AABA"" shows that M.sp. Colymea clusters with M.urceolatus s.s. which is represented by the Pokolbin and Yengo populations. This group also includes Coolah Tops which bridges the group to its western extent in the Warrumbungles, Pilliga, Mt Kaputar and north of Narrabri. V. interestingly, this group is distinct from M.sp.new england and M.sp.Eukey. Though it divides M.sp. Inglewood as I had hypothesised that the north of narrabri pops would cluster with Bringalilly and early morphometrics showed an association. ",M.urceolatus.s.s,
Melichrus sp. Coolgardie,K.R.Newbey 8698,Ericaceae,M. sp. coolgardie,Alex_Chapman,PERTH,"Chapman, A.R.",9257055,867a,"Chapman, A.R.",29-Sep-20,silica gel,-31.1,120.7,Australia,WA,25 km W of Bullabulling on the Great Eastern Highway,WA,2,B,9,M.Coolgardie_Bullabulling,ARC867a,M.Coolgardie_Bullabulling,NA,NA,NA,NA,NA,,Outgroup,
Melichrus sp. Coolgardie,K.R.Newbey 8698,Ericaceae,M. sp. coolgardie,Alex_Chapman,PERTH,"Chapman, A.R.",9257055,867a,"Chapman, A.R.",29-Sep-20,silica gel,-31.1,120.7,Australia,WA,25 km W of Bullabulling on the Great Eastern Highway,WA,2,C,9,M.Coolgardie_Bullabulling,ARC867b,M.Coolgardie_Bullabulling,NA,NA,NA,NA,NA,,Outgroup,
Melichrus sp. Coolgardie,K.R.Newbey 8698,Ericaceae,M. sp. coolgardie,Alex_Chapman,PERTH,"Chapman, A.R.",9257047,867,"Chapman, A.R.",29-Sep-20,silica gel,-31.1,120.7,Australia,WA,25 km W of Bullabulling on the Great Eastern Highway,WA,2,D,9,M.Coolgardie_Bullabulling,ARC867,M.Coolgardie_Bullabulling,NA,NA,NA,NA,NA,,Outgroup,
Melichrus sp. Coolgardie,K.R.Newbey 8698,Ericaceae,M. sp. coolgardie,Alex_Chapman,PERTH,"Chapman, A.R.",9257047,867,"Chapman, A.R.",29-Sep-20,silica gel,-31.1,120.7,Australia,WA,25 km W of Bullabulling on the Great Eastern Highway,WA,2,E,9,M.Coolgardie_Bullabulling,ARC867c,M.Coolgardie_Bullabulling,NA,NA,NA,NA,NA,,Outgroup,
Melichrus sp. Coolgardie,K.R.Newbey 8698,Ericaceae,M. sp. coolgardie,Alex_Chapman,PERTH,"Chapman, A.R.",9257047,867,"Chapman, A.R.",29-Sep-20,silica gel,-31.1,120.7,Australia,WA,26 km W of Bullabulling on the Great Eastern Highway,WA,2,F,9,M.Coolgardie_Bullabulling,ARC867d,M.Coolgardie_Bullabulling,NA,NA,NA,NA,NA,,Outgroup,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,H.T. Kennedy,109366,20,H.T. Kennedy,16-Jul-19,silica gel,-31.2041944,149.2974167,Australia,NSW,Cooleburba SCA,NNWS,3,G,4,M.erubescens_Dandry,HTK20a,M.erubescens_Dandry,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,H.T. Kennedy,109366,20,H.T. Kennedy,16-Jul-19,silica gel,-31.2041944,149.2974167,Australia,NSW,Cooleburba SCA,NNWS,3,H,4,M.erubescens_Dandry,HTK20g,M.erubescens_Dandry,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,H.T. Kennedy,109366,20,H.T. Kennedy,16-Jul-19,silica gel,-31.2041944,149.2974167,Australia,NSW,Cooleburba SCA,NNWS,3,A,5,M.erubescens_Dandry,HTK20d,M.erubescens_Dandry,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,H.T. Kennedy,109366,20,H.T. Kennedy,16-Jul-19,silica gel,-31.2041944,149.2974167,Australia,NSW,Cooleburba SCA,NNWS,3,B,5,M.erubescens_Dandry,HTK20i,M.erubescens_Dandry,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,H.T. Kennedy,109366,20,H.T. Kennedy,16-Jul-19,silica gel,-31.2041944,149.2974167,Australia,NSW,Cooleburba SCA,NNWS,3,C,5,M.erubescens_Dandry,HTK20b,M.erubescens_Dandry,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,H.T. Kennedy,109366,20,H.T. Kennedy,16-Jul-19,silica gel,-31.2041944,149.2974167,Australia,NSW,Cooleburba SCA,NNWS,3,D,5,M.erubescens_Dandry,HTK20h,M.erubescens_Dandry,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,S. Dema,109527,382,S. Dema,1-Oct-19,silica gel,-31.7105,149.5422222,Australia,NSW,Gamble Creek Rd,NNWS,5,H,9,M.erubescens_GambleCrk,SD382,M.erubescens_GambleMollyan,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,S. Dema,109527,382,S. Dema,1-Oct-19,silica gel,-31.7105,149.5422222,Australia,NSW,Gamble Creek Rd,NNWS,5,A,10,M.erubescens_GambleCrk,SD382b,M.erubescens_GambleMollyan,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,S. Dema,109527,382,S. Dema,1-Oct-19,silica gel,-31.7105,149.5422222,Australia,NSW,Gamble Creek Rd,NNWS,5,B,10,M.erubescens_GambleCrk,SD382a,M.erubescens_GambleMollyan,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,J.R. Nevin,109157,171,J.R. Nevin,21-Jul-19,silica gel,-31.5748611,149.3368333,Australia,NSW,Mollyan Rd,NNWS,5,G,8,M.erubescens_MollyanRd,JRN171a,M.erubescens_GambleMollyan,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,J.R. Nevin,109157,171,J.R. Nevin,21-Jul-19,silica gel,-31.5748611,149.3368333,Australia,NSW,Mollyan Rd,NNWS,5,H,8,M.erubescens_MollyanRd,JRN171b,M.erubescens_GambleMollyan,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,J.R. Nevin,109157,171,J.R. Nevin,21-Jul-19,silica gel,-31.5748611,149.3368333,Australia,NSW,Mollyan Rd,NNWS,5,A,9,M.erubescens_MollyanRd,JRN171d,M.erubescens_GambleMollyan,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,J.R. Nevin,109157,171,J.R. Nevin,21-Jul-19,silica gel,-31.5748611,149.3368333,Australia,NSW,Mollyan Rd,NNWS,5,B,9,M.erubescens_MollyanRd,JRN171e,M.erubescens_GambleMollyan,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,R.L.Palsson,109998,276,R.L.Palsson,25-Jul-19,silica gel,-31.0493333,149.3969444,Australia,NSW,Pilliga NR,NNWS,5,C,9,M.erubescens_Pilliga,RLP276f,M.erubescens_Pilliga,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,R.L.Palsson,109998,276,R.L.Palsson,25-Jul-19,silica gel,-31.0493333,149.3969444,Australia,NSW,Pilliga NR,NNWS,5,D,9,M.erubescens_Pilliga,RLP276d,M.erubescens_Pilliga,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,R.L.Palsson,109998,276,R.L.Palsson,25-Jul-19,silica gel,-31.0493333,149.3969444,Australia,NSW,Pilliga NR,NNWS,5,E,9,M.erubescens_Pilliga,RLP276k,M.erubescens_Pilliga,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,R.L.Palsson,109998,276,R.L.Palsson,25-Jul-19,silica gel,-31.0493333,149.3969444,Australia,NSW,Pilliga NR,NNWS,5,F,9,M.erubescens_Pilliga,RLP276j,M.erubescens_Pilliga,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus erubescens,A.Cunn. ex DC.,Ericaceae,M. sp. dandry gorge,Helen_Kennedy,NE,R.L.Palsson,109998,276,R.L.Palsson,25-Jul-19,silica gel,-31.0493333,149.3969444,Australia,NSW,Pilliga NR,NNWS,5,G,9,M.erubescens_Pilliga,RLP276h,M.erubescens_Pilliga,B,BA,BAA,NA,BAABA,,M.erubescens s.s.,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. eukey,Helen_Kennedy,NE,I.R. Telford,107872,13534,I.R. Telford,22-Nov-18,pressed sheet,-28.79166667,151.9497222,Australia,Qld,3 km SW Eukey,QDD,6,B,12,M.urceolatus_Eukey,IRT13534,M.urceolatus_Eukey,A,AA,AAB,AABB,AABBA,"Subset ""AAB"" shows a distinct M.sp.eukey group. Could be a geographical effect. But the relationship between urceolatus s.s. and NWS slopes is compelling and geographically uncorrelated. The other hypothesised Eukey cluster around this collection. ",M.sp.eukey+M.sp.Inglewood,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. eukey,Helen_Kennedy,NE,J.J. Bruhl,110859,3676,J.J. Bruhl,5-Sep-20,silica gel,-29.2729167,151.6341667,Australia,NSW,Torrington SCA,NNT,6,H,1,M.urceolatus_Torrington ,JJB3676,M.urceolatus_Torrington ,A,AA,AAB,AABB,AABBA,"Subset ""AAB"" shows a distinct M.sp.eukey group. Could be a geographical effect. But the relationship between urceolatus s.s. and NWS slopes is compelling and geographically uncorrelated. This Torrington population is perfectly distinct from M.sp.Silent grove. Definitely an endemic species, must relocate! ",M.sp.eukey+M.sp.Inglewood,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. eukey,Helen_Kennedy,NE,J.J. Bruhl,110859,3676,J.J. Bruhl,5-Sep-20,silica gel,-29.2729167,151.6341667,Australia,NSW,Torrington SCA,NNT,6,A,2,M.urceolatus_Torrington ,JJB3676a,M.urceolatus_Torrington ,A,AA,AAB,AABB,AABBA,"Subset ""AAB"" shows a distinct M.sp.eukey group. Could be a geographical effect. But the relationship between urceolatus s.s. and NWS slopes is compelling and geographically uncorrelated. This Torrington population is perfectly distinct from M.sp.Silent grove. Definitely an endemic species, must relocate! ",M.sp.eukey+M.sp.Inglewood,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. eukey,Helen_Kennedy,NE,J.J. Bruhl,110859,3676,J.J. Bruhl,5-Sep-20,silica gel,-29.2729167,151.6341667,Australia,NSW,Torrington SCA,NNT,6,B,2,M.urceolatus_Torrington ,JJB3676b,M.urceolatus_Torrington ,A,AA,AAB,AABB,AABBA,"Subset ""AAB"" shows a distinct M.sp.eukey group. Could be a geographical effect. But the relationship between urceolatus s.s. and NWS slopes is compelling and geographically uncorrelated. This Torrington population is perfectly distinct from M.sp.Silent grove. Definitely an endemic species, must relocate! ",M.sp.eukey+M.sp.Inglewood,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. eukey,Helen_Kennedy,NE,J.J. Bruhl,110859,3676,J.J. Bruhl,5-Sep-20,silica gel,-29.2729167,151.6341667,Australia,NSW,Torrington SCA,NNT,6,C,2,M.urceolatus_Torrington ,JJB3676c,M.urceolatus_Torrington ,A,AA,AAB,AABB,AABBA,"Subset ""AAB"" shows a distinct M.sp.eukey group. Could be a geographical effect. But the relationship between urceolatus s.s. and NWS slopes is compelling and geographically uncorrelated. This Torrington population is perfectly distinct from M.sp.Silent grove. Definitely an endemic species, must relocate! ",M.sp.eukey+M.sp.Inglewood,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. eukey,Helen_Kennedy,NE,J.J. Bruhl,110859,3676,J.J. Bruhl,5-Sep-20,silica gel,-29.2729167,151.6341667,Australia,NSW,Torrington SCA,NNT,6,D,2,M.urceolatus_Torrington ,JJB3676e,M.urceolatus_Torrington ,A,AA,AAB,AABB,AABBA,"Subset ""AAB"" shows a distinct M.sp.eukey group. Could be a geographical effect. But the relationship between urceolatus s.s. and NWS slopes is compelling and geographically uncorrelated. This Torrington population is perfectly distinct from M.sp.Silent grove. Definitely an endemic species, must relocate! ",M.sp.eukey+M.sp.Inglewood,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. eukey,Helen_Kennedy,NE,J.J. Bruhl,110859,3676,J.J. Bruhl,5-Sep-20,silica gel,-29.2729167,151.6341667,Australia,NSW,Torrington SCA,NNT,6,E,2,M.urceolatus_Torrington ,JJB3676g,M.urceolatus_Torrington ,A,AA,AAB,AABB,AABBA,"Subset ""AAB"" shows a distinct M.sp.eukey group. Could be a geographical effect. But the relationship between urceolatus s.s. and NWS slopes is compelling and geographically uncorrelated. This Torrington population is perfectly distinct from M.sp.Silent grove. Definitely an endemic species, must relocate! ",M.sp.eukey+M.sp.Inglewood,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. gilgandra,Helen_Kennedy,NE,S. Dema,109550,406,S. Dema,13-Oct-19,silica gel,-31.6629444,148.7722222,Australia,NSW,Gilgandra flora reserve,NNWS,5,F,11,M.urceolatus_Gilgandra,SD406,M.urceolatus_Gilgandra,B,BB,BAA,BAAB,BAABC,,M.sp.Gilgandra,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. gilgandra,Helen_Kennedy,NE,S. Dema,109550,406,S. Dema,13-Oct-19,silica gel,-31.6629444,148.7722222,Australia,NSW,Gilgandra flora reserve,NNWS,5,G,11,M.urceolatus_Gilgandra,SD406a,M.urceolatus_Gilgandra,B,BB,BAA,BAAB,BAABC,,M.sp.Gilgandra,
Melichrus urceolatus,R.Br.,Ericaceae,M. sp. gilgandra,Helen_Kennedy,NE,S. Dema,109550,406,S. Dema,13-Oct-19,silica gel,-31.6629444,148.7722222,Australia,NSW,Gilgandra flora reserve,NNWS,5,H,11,M.urceolatus_Gilgandra,SD406b,M.urceolatus_Gilgandra,B,BB,BAA,BAAB,BAABC,,M.sp.Gilgandra,
